Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"700credit.com","sales@700credit.com;support@700credit.com;GRC@700credit.com;CCPA@700credit.com;Careers@700Credit.com;sales@700Credit.com;JBALBOA@OPENDEALEREXCHANGE.COM","700Credit","https://www.700credit.com/privacy-policy/","","+1 866-273-3848,+1 800-494-7020;(313) 749-0982;+1 313-749-0981","American Center, 27777 Franklin Rd #1850, Southfield, MI 48034, USA","","Open Dealer Exchange, LLC","700credit.com","","","+1 866-273-3848,+1 800-494-7020","sales@700credit.com,support@700credit.com,GRC@700credit.com,CCPA@700credit.com,Careers@700Credit.com,sales@700Credit.com","Consumer Discretionary","Automobiles & Components","Automotive","Automotive","55","51","Automotive,SAAS,B2B,Enterprise","700Credit is the largest provider of credit and compliance solutions to automotive today, placing us at the lowest costs tiers with the bureaus, with the ability to pass those savings on to our dealers.    As we have grown, we have carefully selected s...","","American Center, 27777 Franklin Rd #1850, Southfield, MI 48034, USA","America/Detroit","-4","27777","Franklin Road","1850","Southfield","48034","Michigan","MI","United States","US","42.4898542","-83.2990083","https://logo.clearbit.com/700credit.com","700creditllc","company/700-credit","700CreditLLC","7.41E+17","The automotive industry leader in credit, compliance, prescreen and consumer pre-qualification solutions on the market today.","79","47","Southfield, MI","https://t.co/oueF7vBq3H","https://pbs.twimg.com/profile_images/758730946933764098/JrkQcbNS_normal.jpg","organization/700-credit-llc","private","","263331512","+1 313-749-0981","","991540","75","51-250","","","","$10M-$50M","","microsoft_exchange_online,mailchimp,outlook,microsoft_office_365,recaptcha,wordpress,hotjar,amazon_ses,salesforce,apache,gravity_forms,go_squared,google_analytics,google_tag_manager,quickbooks,apache_http_server,sap_crystal_reports,aws_iam","","https://yourdigitalrights.org/d/700credit.com","42.4898542,-83.2990083"
"absolutepeoplesearch.com","contact@absolutepeoplesearch.com","National Search Association Corp","absolutepeoplesearch.com/regulatory_request.php","","","P.O. Box 460931, Aurora CO, 80015, USA","","","absolutepeoplesearch.com","","","","","Industrials","Commercial & Professional Services","Professional Services","Professional Services","73","56","Investigative Services,Data & Analytics,Technology,Information Technology & Services,Background Checks,Identity Protection,Data Security,Business Management and Planning,Assistance Services,Internet,B2B,B2C,Mobile","Absolute People Search offers a comprehensive database of public record information, including police records, social media profiles, photos, civil judgments, background checks, and contact information. With a simple search, users can easily find someo...","","Aurora, CO 80014, USA","America/Denver","-7","","","","Aurora","80014","Colorado","CO","United States","US","39.6631609","-104.8279512","","","company/absolute-people-search","","","","","","","","","","private","","","","99074","628263","5","1-10","","","","$0-$1M","","apache,joomla,recaptcha,google_analytics,google_tag_manager","","https://yourdigitalrights.org/d/absolutepeoplesearch.com","39.6631609,-104.8279512"
"acbj.com","legal@bizjournals.com","The Business Journals","","","+1 704-973-1000","120 W Morehead St, Charlotte, NC 28202-1800, US","","","acbj.com","","","","","Consumer Discretionary","Media","Media","Publishing","27","51","Publishing,B2B,B2C","The Business Journals is your one-stop source for business news across the U.S. - in print, online and mobile.","1985","120 W Morehead St, Charlotte, NC 28202-1800, US","America/New_York","-4","120","W Morehead St","","Charlotte","28202","North Carolina","NC","United States","US","35.22163","-80.85184","https://logo.clearbit.com/acbj.com","bizjournals","company/american-city-business-journals","bizjournals","14921083","The best business news from around the nation in 280 characters or less. A division of American City Business Journals.","53816","504","","http://t.co/q9PrkM6aXC","https://pbs.twimg.com/profile_images/843831637649620992/aKIT-0Dt_normal.jpg","organization/american-city-business-journals","private","","431366184","+1 704-973-1000","165168","358423","900","251-1K","","","","$100M-$250M","","aws_route_53,google_analytics,google_tag_manager,sage_50cloud,quickbooks,apache_tomcat,atlassian_jira,workday,media.net,windows_server,filemaker_pro,teradata,salesforce,rabbitmq,splunk,aws_dynamodb,apache_http_server,github,hootsuite,ibm_cognos,sap_concur,neo4j,marchex,janrain,openx,entrust,oracle_peoplesoft,mongodb,cision,openid,oracle_essbase,pivotal_tracker,pubmatic,sap_crystal_reports,adp,apache_hadoop,adobe_marketing_cloud,aws_cloudwatch,couchdb,oracle_hyperion,postgresql,trello,mysql,salesforce_dmp","","https://yourdigitalrights.org/d/acbj.com","35.22163,-80.85184"
"accenture.com","Regulatory.Licenses@accenture.com;investor.relations@accenture.com;dataprivacyofficer@accenture.com;accessibility@accenture.com;militarycareers@accenture.com","Accenture","","","+353 1 646 2000;+1 917-452-6561,+1 973-590-9920,+1 917-452-7714,+1 703-947-2571,+1 973-301-3135,+44 20 7844 8483,+1 877-889-9009,+1 571-434-5003,+353 1 407 8203,+1 703-948-5162","1 Grand Canal Square, Dublin Docklands, Dublin 2, D02 FF61, Ireland","","Accenture Limited","accenture.com","avenai.com,accenture.de,sentelis.com,accenture.es,mindtribe.com,accenture.co,revsec.com,firstannapolis.com,octopusme.com,accenture.co.uk,verax.ca,accenturetechnologysolutions.it,accenture.com.ar,accenturefederal.com,certus-solutions.com,accenture-services.com,accenture.fi,accentureinteractive.nl,accentureoutsourcing.com,accenture-alliances.com,cable.consulting,accenture-consulting.com,clrhd.com,accentureduckcreekpolicy.com,accenture.at,accenture.net,mbrfactory.co.uk,itrigger.com,accenturetechnologysolutions.com,itrigger.cn,measuretek.com,accenture.berlin,accenturesarl.com,accenturesourcing.com,organizecloudlabs.com.br,accenture.com.gt,accentureservices.com,accenturepartners.com,arismore-academy.com,accenture.co.nz,accenture.ro,accentureventures.com,ciruseo.eu,accntu.re,accenture.com.br,perfcirruseo.com,idefense.org,accenture-store.com,accenture.pl,akcenture.com,accenturesoftware.com,cirruseo.fr,wire-stone.com,accenturellc.com,accenture.org.uk,total-logistics.net,accentureconsulting.de,accentureperformancedelivered.com,accenture.org,accenture.net.br,launch-now.net,highperformancedelivered.com,cqiconsulting.com,skillstosucceed.info,accentureinteractive.es,accentureduckcreekrating.com,accenture-consulting.fi,accenture.am,accenturehighperformancegeneticcode.biz,skillstosucceed.net,accenturehighperformancedelivered.org,accenturehighperformance.org,highperformancebusiness.com,launch-now.org,accenture.sn,avventa.org.uk,accenturedigital.de,clearhead.com,ciruseo.net,accenturefoundation.com,labautomation.com,skillstosucceed.mobi,accenture-llc.com,acccenture.com,accentureltd.com,accenture.sk,accenture.com.au,accentur.com,esp.ie,accenture-technology.com,accenture.ae,accenture.lv,accenture.ca,avenai.org,accenture.co.kr,ibbcg.com,accenture.se,acenture.com,accenturetechnology.com,accenturestrategy.com","","+1 917-452-6561,+1 973-590-9920,+1 917-452-7714,+1 703-947-2571,+1 973-301-3135,+44 20 7844 8483,+1 877-889-9009,+1 571-434-5003,+353 1 407 8203,+1 703-948-5162","investor.relations@accenture.com,dataprivacyofficer@accenture.com,accessibility@accenture.com,militarycareers@accenture.com","Industrials","Commercial & Professional Services","Professional Services","Consulting","73","54","Consulting & Professional Services,B2B,Enterprise,ISP,B2C","Accenture plc is an Irish multinational company that provides consulting and processing services.","1989","1 Grand Canal Square, Dublin Docklands, Dublin 2, D02 FF61, Ireland","Europe/Dublin","1","","","","Dublin 2","D02 FF61","County Dublin","","Ireland","IE","53.3436754","-6.2393834","https://logo.clearbit.com/accenture.com","accenture","","Accenture","10194682","Together, we deliver on the promise of technology and human ingenuity. Let there be change.","516019","1702","Global","http://t.co/NW2TnlESEG","https://pbs.twimg.com/profile_images/1321516132419936256/luw4SI6t_normal.jpg","organization/accenture-technology-klabs","public","ACN","980627530","+353 1 646 2000","","1468","10000","5K-10K","174850000000","","43215013000","$10B+","8","twitter_button,clicktale,youtube,vimeo,marketo,bing_advertiser,go_squared,facebook_advertiser,adobe_dynamic_tag_management,demandbase,google_analytics,eloqua,google_tag_manager,atlassian_confluence,successfactors,oracle_peoplesoft,workday,talend,salesforce,stripe,dell_boomi_atomsphere,gigya,sage_50cloud,quickbooks,webmethods,gitlab,sap_hana,matomo,quest_foglight,oracle_data_integrator,informatica,peoplesoft_sales,db2,apache_tomcat,alteryx,tibco_rendezvous,atlassian_jira,bluekai,rubicon_project,microsoft_teams,microsoft_dynamics,kronos,saleslogix,information_builders,media.net,gotomeeting,windows_server,filemaker_pro,cloudera,oracle_application_server,appnexus,adp,netsuite,basecamp,teradata,nimsoft,microsoft_project,wrike,apache_kafka,aws_kinesis,aws_redshift,hbase,sailpoint,goldengate,ibm_infosphere_datastage,yext,oracle_endeca,rabbitmq,oracle_fusion,aws_lambda,ncr_retail,splunk,paychex,apache_spark,sap_sales_order_management,qliktech,ibm_websphere,ibm_cognos,tibco_ems,pipedrive,oracle_business_intelligence,aws_dynamodb,podio,microsoft_team_foundation_server,apache_hadoop,apache_http_server,sage_crm,github,atlassian_crucible,hootsuite,workamajig,qlikview,oracle_cash_and_treasury_management,clearslide,pentaho,ibm_websphere_commerce,netsuite_suitecommerce,google_search_appliance,ceridian,baidu_analytics,zedo,sap_concur,neo4j,medallia,grafana,apache_maven,sap_crm,janrain,netsuite_crm,apache_cassandra,openx,jaspersoft,microsoft_power_bi,sap_business_objects,entrust,ibm_lotus_notes,mavenlink,ibm_infosphere,hp_servers,microsoft_sql_server,mongodb,twilio,cision,pagerduty,sap_hybris_marketing,couchbase,oracle_hyperion,rsa_securid,oracle_weblogic,facebook_workplace,openid,cybersource,thomson_reuters_eikon,sas_data_integration,oracle_essbase,mediamath,okta,dstillery,pivotal_tracker,planisware,aggregate_knowledge,pubmatic,turn,sap_human_capital_management,sap_crystal_reports,soasta,hive,sugarcrm,oracle_crm,meltwater,atlassian_fisheye,microstrategy,goldmine,adobe_marketing_cloud,vmware_server,cyberark,sage_intacct,tibco_spotfire,sitecore,atlassian_crowd,aws_cloudwatch,couchdb,factset,peoplesoft_crm,postgresql,zoho_crm,sybase,sas_enterprise,oracle_human_resources,smartsheet,flexera_software,snaplogic,aws_iam,trello,datadog,demandware_analytics,unbounce,interspire,nopcommerce,mysql,ibm_lotus_domino,dropbox,apache_storm,salesforce_dmp","","https://yourdigitalrights.org/d/accenture.com","53.3436754,-6.2393834"
"accucomcorp.com","jenna@accucomcorp.com;support@infopay.com;info@infopay.com;support@InfoPay.com;eric@infopay.com","InfoPay","http://accucomcorp.com/privacy","","617-262-9317;+1 800-309-9351,+1 800-433-0567","28 Atlantic Ave, Boston, MA 02110, USA","","","infopay.com","accucomcorp.com,infopay.net","","+1 800-309-9351,+1 800-433-0567","support@infopay.com,info@infopay.com,support@InfoPay.com,eric@infopay.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,B2B,SAAS","Infopay.com gives consumers and businesses access to over 2 billion public records ranging from criminal history to marriage & divorce records.","2005","28 Atlantic Ave, Boston, MA 02110, USA","America/New_York","-4","28","Atlantic Avenue","","Boston","2110","Massachusetts","MA","United States","US","42.363346","-71.050599","https://logo.clearbit.com/infopay.com","infopay","company/infopay","infopay","175374168","Infopay makes finding the right information quick & easy w/ our proprietary searches that span over 1B of records from thousands of public & private sources.","571","510","Boston, MA","http://t.co/HLBz1WUMOZ","https://pbs.twimg.com/profile_images/1192450473107841024/QSa_kkD1_normal.jpg","organization/infopay","private","","","","","1018659","20","11-50","","","","$1M-$10M","","google_apps,aws_route_53,zendesk,ubuntu,apache","","https://yourdigitalrights.org/d/accucomcorp.com","42.363346,-71.050599"
"accudata.com","marketing@accudata.com","AccuData Integrated Marketing","http://www.accudata.com/terms-use-privacy-policy/","","+1 239-425-4400;+1 800-732-3440,+1 800-732-1565,+1 239-425-3767","5220 Summerlin Commons Blvd #200, Fort Myers, FL 33907, USA","","","accudata.com","","","+1 800-732-3440,+1 800-732-1565,+1 239-425-3767","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Marketing & Advertising,SAAS,B2B,Enterprise","As a leader in custom data solutions for 30 years, AccuData's access to the nation's most insightful and accurate consumer and business data is unparalleled.","1991","5220 Summerlin Commons Blvd #200, Fort Myers, FL 33907, USA","America/New_York","-4","5220","Summerlin Commons Boulevard","200","Fort Myers","33907","Florida","FL","United States","US","26.5800566","-81.8789256","https://logo.clearbit.com/accudata.com","accudata","company/accudata-integrated-marketing","accudata","72843426","Reach new customers with unrivaled access to the nation's best consumer & business #data. We drive #DirectMarketing success for agencies & brands across the US.","1342","1744","Fort Myers, FL","http://t.co/zHMPnshL9A","https://pbs.twimg.com/profile_images/1170147515238211585/xqBAD9iB_normal.jpg","organization/accudata-systems","private","","800734121","+1 239-425-4400","","687788","150","51-250","","","","$10M-$50M","","facebook_advertiser,wordpress,google_remarketing,gravity_forms,google_analytics,app_nexus,facebook_connect,linked_in_advertiser,apache,conversio,google_tag_manager,quickbooks,oracle_data_integrator,apache_tomcat,alteryx,atlassian_jira,rubicon_project,microsoft_dynamics,filemaker_pro,appnexus,teradata,salesforce,microsoft_project,hbase,splunk,apache_http_server,sage_crm,github,hootsuite,qlikview,ibm_cognos,pentaho,google_search_appliance,apache_spark,oracle_peoplesoft,mongodb,windows_server,oracle_weblogic,oracle_essbase,mediamath,sap_crystal_reports,hive,sugarcrm,microstrategy,goldmine,apache_hadoop,sap_business_objects,tibco_spotfire,mysql","","https://yourdigitalrights.org/d/accudata.com","26.5800566,-81.8789256"
"accuity.com","consumer.documents@lexisnexis.com;support@Accuity.com;imogen.nash@accuity.com","Accuity","","","+65 9856 4954","Windsor Pl, East Grinstead RH19 4RP, UK","","Accuity Inc","accuity.com","bankersalmanac.com,safe-banking.com,fircosoft.com,accuity.co.jp,accuity.ru","","+65 9856 4954","support@Accuity.com,imogen.nash@accuity.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Financial Services,SAAS,B2B,Enterprise","Accuity – A LexisNexis® Risk Solutions Company","1836","Windsor Pl, East Grinstead RH19 4RP, UK","Europe/London","1","","Windsor Place","","East Grinstead","RH19 4RP","West Sussex","","United Kingdom","GB","51.1205142","-1.63E-05","https://logo.clearbit.com/accuity.com","","company/accuity","AccuityTweets","407026919","Accuity – A LexisNexis® Risk Solutions Company","1680","1509","Worldwide","https://t.co/Il9MNGnADu","https://pbs.twimg.com/profile_images/1278313328578899968/pcnkCga4_normal.jpg","organization/accuity","private","","","","162090","255979","810","251-1K","","","","","","qualtrics,microsoft_exchange_online,outlook,wordpress,nginx,eloqua,google_tag_manager,salesforce,vidyard,adobe_dynamic_tag_management,google_analytics,hotjar,conversio,talend,sage_50cloud,quickbooks,oracle_data_integrator,informatica,db2,apache_tomcat,alteryx,tibco_rendezvous,atlassian_jira,bluekai,saleslogix,oracle_application_server,appnexus,basecamp,microsoft_project,wrike,goldengate,ibm_cognos,tibco_ems,apache_http_server,sage_crm,github,qlikview,neo4j,apache_maven,sap_crm,apache_cassandra,ibm_websphere,microsoft_power_bi,apache_spark,ibm_lotus_notes,oracle_peoplesoft,mongodb,oracle_weblogic,thomson_reuters_eikon,oracle_essbase,mediamath,dstillery,aggregate_knowledge,pubmatic,turn,sap_crystal_reports,hive,oracle_crm,atlassian_fisheye,apache_hadoop,adobe_marketing_cloud,sap_business_objects,sage_intacct,oracle_hyperion,peoplesoft_crm,postgresql,sybase,flexera_software,trello,datadog,mysql","relx.com","https://yourdigitalrights.org/d/accuity.com","51.1205142,-0.0000163"
"aceagents.ai","compliance@aceagents.ai","ACE Agents Inc.","www.aceagents.ai/privacy","","650-265-1500","548 Market St. #33674, San Francisco CA, 94104-5401, USA","","ACE Agents Inc","aceagents.ai","aceagents.io","","+1 650-226-4346,+1 800-839-5925","sales@aceagents.ai,admin@aceagents.ai","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Information Technology & Services,Technology,Virtual Assistants,Employee Management,Budget Optimization,Computer Programming,Software,Professional Services,Computers,E-commerce,B2B,SAAS,Enterprise,B2C","ACE Agents is a customer engagement platform that takes human potential to the next level by harnessing the power of Conversational AI. Our platform will help scale your business by boosting employee productivity and improving customer engagement, whic...","","548 Market St, San Francisco, CA 94104, USA","America/Los_Angeles","-8","548","Market Street","","San Francisco","94104","California","CA","United States","US","37.7900688","-122.4007436","https://logo.clearbit.com/aceagents.ai","","","","","","","","","","","","private","","","+1 650-226-4346","","","3","1-10","","","","$0-$1M","","sentry,google_tag_manager,google_apps,wix,aws_route_53,google_cloud","","https://yourdigitalrights.org/d/aceagents.ai","37.7900688,-122.4007436"
"achcoop.com","info@achcoop.com;privacy@achcoop.com;lisa@achcoop.com","achcoop.com","","","+1 302-480-0432","","","","achcoop.com","","","+1 302-480-0432","info@achcoop.com,privacy@achcoop.com","Industrials","Commercial & Professional Services","Professional Services","Professional Services","73","56","B2B,Information Technology & Services,Technology,Data & Analytics,Data Security,Compliance & Certifications,Integration Services,Business Management and Planning,Assistance Services,B2C","ACH Coop is a leading provider of address clearing house services. We specialize in managing and maintaining accurate address data for businesses. Our services include address verification, address standardization, and address correction. With our adva...","","16192 Coastal Hwy, Lewes, DE 19958, USA","America/New_York","-5","16192","Coastal Highway","","Lewes","19958","Delaware","DE","United States","US","38.765003","-75.2115776","","","","","","","","","","","","","private","","","+1 302-480-0432","","13586747","4","1-10","","","","$0-$1M","","google_cloud,rackspace_email,sentry,wix","","https://yourdigitalrights.org/d/achcoop.com","38.765003,-75.2115776"
"acquiredirect.com","DataCompliance@AcquireDirect.com;info@leadjig.com;Info@LeadJig.com","LeadJig + Acquire","","","+1 800-771-9898,+1 855-532-3544","12620 Race Track Rd, Tampa, FL 33626, USA","","","leadjig.com","acquiredirect.com,acquirefinancial.com","","+1 800-771-9898,+1 855-532-3544","info@leadjig.com,Info@LeadJig.com","Consumer Discretionary","Media","Media","Advertising","73","54","Marketing & Advertising","Financial services marketing plans increase bottom lines. LeadJig is a financial marketing leader. Discover how finance marketing can raise bottom line.","","12620 Race Track Rd, Tampa, FL 33626, USA","America/New_York","-4","12620","Race Track Road","","Tampa","33626","Florida","FL","United States","US","28.0667131","-82.6369915","https://logo.clearbit.com/leadjig.com","","company/touchfuse","","","","","","","","","","private","","","","","1854231","20","11-50","","","","$1M-$10M","","google_apps,godaddy_nameserver,amazon_s3,wordpress,google_analytics,apache","","https://yourdigitalrights.org/d/acquiredirect.com","28.0667131,-82.6369915"
"acquiremedia.com","info@acquiremedia.com","Acquire Media","","","+1 973-422-0800","3 Becker Farm Rd #401, Roseland, NJ 07068, USA","","Acquire Media Ventures Inc","acquiremedia.com","acquiremedia.co.uk","","","","Consumer Discretionary","Media","Media","Publishing","27","54","Publishing,Information Technology & Services,B2B,SAAS,Enterprise","A brief chronological history of Acquire Media:    1981 - FAME Software founded by principals of Acquire Media.  1985 – Principals form GARI Software as a FAME-sponsored consultancy  1988 – Desktop Data founded  1989 – Individual Software founded  1996...","2001","3 Becker Farm Rd #401, Roseland, NJ 07068, USA","America/New_York","-4","3","Becker Farm Road","401","Roseland","7068","New Jersey","NJ","United States","US","40.8189469","-74.3084296","","acquiremedia","company/acquire-media","","","","","","","","","organization/acquire-media","private","","260399117","+1 973-422-0800","","1596508","45","11-50","","","","$1M-$10M","","microsoft_office_365,google_cloud,google_analytics,quickbooks,webmethods,oracle_data_integrator,db2,apache_tomcat,atlassian_jira,aws_redshift,hbase,apache_http_server,github,neo4j,apache_cassandra,apache_spark,mongodb,facebook_workplace,sap_crystal_reports,hive,apache_hadoop,salesforce,oracle_crm,postgresql,mysql","","https://yourdigitalrights.org/d/acquiremedia.com","40.8189469,-74.3084296"
"activeintel.com","","Active Intel Investigations","","","+1 844-248-3440;18442483440","150 E Palmetto Park Rd #800, Boca Raton, FL 33432, USA","","","activeintel.com","","","+1 844-248-3440","","","","","","","","","UPDATE: In light of the recent national news events, be advised that our investigative offices are fully operational and 100% staffed. Order online or call","","150 E Palmetto Park Rd #800, Boca Raton, FL 33432, USA","America/New_York","-4","150","East Palmetto Park Road","800","Boca Raton","33432","Florida","FL","United States","US","26.3501247","-80.0843096","https://logo.clearbit.com/activeintel.com","","","","","","","","","","","","private","","","","","7634177","","","","","","","","google_apps,wordpress,google_remarketing,nginx,google_analytics,hotjar,youtube,google_tag_manager,woo_commerce","","https://yourdigitalrights.org/d/activeintel.com","26.3501247,-80.0843096"
"acxiom.com","privacy@acxiom.com;globaldataethics@acxiom.com;privacy@acxiom.com;referencereport@acxiom.com;privacyshieldoptout@acxiom.com;consumeradvo@acxiom.com","Acxiom","https://www.acxiom.com/about-us/privacy/","","+1 866-352-3267;+1 877-314-2049,+44 113 301 4700,+44 20 7526 5100,+44 113 300 4700,+48 58 781 34 00,+49 89 857090,+49 6102 7363,+1 888-322-9466,+1 877-774-2094,+1 501-342-2722;1-877-774-2094","12303 Airport Way, Broomfield, CO 80021-2727, US","","","acxiom.com","databyacxiom.com,aboutthedata.com,axciom.com,acxiom.pl","","+1 877-314-2049,+44 113 301 4700,+44 20 7526 5100,+44 113 300 4700,+48 58 781 34 00,+49 89 857090,+49 6102 7363,+1 888-322-9466,+1 877-774-2094,+1 501-342-2722","globaldataethics@acxiom.com,privacy@acxiom.com,referencereport@acxiom.com,privacyshieldoptout@acxiom.com,consumeradvo@acxiom.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Information Technology & Services,Technology,Consulting & Professional Services,B2B,SAAS,Enterprise","Acxiom is a Conway, Arkansas-based database marketing company.","1969","12303 Airport Way, Broomfield, CO 80021-2727, US","America/Denver","-6","12303","Airport Way","","Broomfield","80021","Colorado","CO","United States","US","39.91559","-105.10769","https://logo.clearbit.com/acxiom.com","acxiomcorp","company/acxiom","Acxiom","15381905","Acxiom is a technology and services company that provides the data foundation for the world's best marketers. https://t.co/o6xiPcqgQQ","20390","16434","US, EU, Asia-Pacific","http://t.co/P6uU0OZArn","https://pbs.twimg.com/profile_images/1258954143428993024/IjDqFCaX_normal.jpg","organization/smartdm-holdings","public","ACXM","710581897","+1 866-352-3267","29070","109143","2100","1K-5K","2000000000","","","","3","microsoft_exchange_online,outlook,microsoft_office_365,marketo,wordpress,akamai_dns,google_tag_manager,salesforce,apache,facebook_advertiser,google_analytics,adroll,conversio,atlassian_confluence,workday,talend,oracle_peoplesoft,dell_boomi_atomsphere,gigya,sage_50cloud,quickbooks,webmethods,sap_hana,oracle_data_integrator,informatica,db2,apache_tomcat,alteryx,atlassian_jira,bluekai,rubicon_project,microsoft_dynamics,saleslogix,information_builders,windows_server,filemaker_pro,cloudera,oracle_application_server,appnexus,netsuite,basecamp,teradata,nimsoft,microsoft_project,kronos,apache_kafka,aws_redshift,hbase,goldengate,ibm_infosphere_datastage,yext,oracle_endeca,rabbitmq,oracle_fusion,aws_lambda,ncr_retail,splunk,paychex,sap_sales_order_management,qliktech,ibm_websphere,ibm_cognos,tibco_ems,oracle_business_intelligence,apache_http_server,github,atlassian_crucible,hootsuite,workamajig,qlikview,oracle_cash_and_treasury_management,pentaho,ibm_websphere_commerce,sap_concur,neo4j,apache_maven,sap_crm,netsuite_crm,apache_cassandra,openx,jaspersoft,microsoft_power_bi,apache_spark,sap_business_objects,entrust,ibm_infosphere,hp_servers,microsoft_sql_server,mongodb,twilio,couchbase,oracle_hyperion,rsa_securid,oracle_weblogic,facebook_workplace,openid,sas_data_integration,oracle_essbase,okta,pivotal_tracker,aggregate_knowledge,pubmatic,sap_crystal_reports,hive,sugarcrm,oracle_crm,adp,microstrategy,apache_hadoop,adobe_marketing_cloud,vmware_server,cyberark,tibco_spotfire,sitecore,couchdb,peoplesoft_crm,postgresql,sybase,sas_enterprise,oracle_human_resources,smartsheet,flexera_software,snaplogic,trello,mysql,dropbox","interpublic.com","https://yourdigitalrights.org/d/acxiom.com","39.91559,-105.10769"
"adadapted.com","info@adadapted.com;info@adadapted.com;privacy@adadapted.com","AdAdapted","","","+1 313-744-3383","1327 Jones Dr, Ann Arbor, MI 48105, USA","","AdAdapted Inc","adadapted.com","","","+1 313-744-3383","info@adadapted.com,privacy@adadapted.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Information Technology & Services,Marketing & Advertising,Mobile,B2B,SAAS","AdAdapted is the leading mobile add-to-list advertising solution for CPG brands and retailers, influencing pre-shop and planning.","2012","1327 Jones Dr, Ann Arbor, MI 48105, USA","America/Detroit","-4","1327","Jones Drive","","Ann Arbor","48105","Michigan","MI","United States","US","42.292647","-83.7346902","https://logo.clearbit.com/adadapted.com","adadapted","company/adadapted","AdAdapted","2550756540","A digital engagement and insights platform for CPG brands and agencies that allows brands to connect directly with their current and potential consumers.","270","712","Ann Arbor, MI","https://t.co/0EjtFGMEpZ","https://pbs.twimg.com/profile_images/912497974865006592/udF9elwt_normal.jpg","organization/adadapted","private","","455546302","+1 313-744-3383","143435","798176","60","51-250","","1190000","","$10M-$50M","","google_apps,godaddy_nameserver,typekit_by_adobe,mailchimp,wordpress,vimeo,google_tag_manager,salesforce,hubspot,piwik,google_analytics,conversio,db2,atlassian_jira,microsoft_project,github,sap_crm,apache_cassandra,apache_hadoop,mysql","","https://yourdigitalrights.org/d/adadapted.com","42.292647,-83.7346902"
